name_bg,brand_name,slug,category,tags,price_min_eur,price_max_eur,currency,short_desc_bg,long_desc_bg,product_url,brand_url,image_urls,is_active,created_at,brand_slug,meta_title_bg,meta_desc_bg,intro_bg,rating,address,brand_ref,subcategory,product_type,giftable,recipient,gift_occasion,attributes,colors,materials,audience,recipient_age,recipient_gender,role_interest,wedding_anniversary_type,gemstone,jewelry_detail,clothing_style,sleeve,season,ingredient,skin_type,skin_need,hair_need,logo_url,instagram_url,facebook_url,physical_address_type
"Диамантен пръстен ""Brilliance"" от бяло злато",ASTO Gold,diamanten-prasten-brilliance-ot-byalo-zlato,Аксесоари,,,,EUR,"Диамантен пръстен ""Brilliance"" от бяло злато от ASTO Gold. Материали, посочени от бранда: Злато.",,https://astogold.bg/bg/magazin/diamanten-prasten-brilliance-byalo-zlato,https://astogold.bg,https://astogold.bg/service/image?TmFSZXVETlkrNUhpNisyMEFkT0M3T1hqQ3Ixdm53UW5QeWtFVjRmWGxwWGkzcVZSeDB1dmZMKyt6Q21BT2RsUlJRam9OQ1pOckRjSmU2KytiS2pUNEE9PQ__,TRUE,,asto-gold,,,,,,,Бижута,Пръстени,false,,,,Бял,Злато,,,,,,Диамант,Годежен,Елегантен,,,,,,,,,,
Диамантен пръстен „Нощна елегантност“ със седеф,ASTO Gold,diamanten-prasten-noshtna-elegantnost-sas-sedef,Аксесоари,,,,EUR,"Диамантен пръстен „Нощна елегантност“ със седеф от ASTO Gold. Материали, посочени от бранда: Злато.",,https://astogold.bg/bg/magazin/diamanten-prasten-noshtna-elegantnost-sedef,https://astogold.bg,https://astogold.bg/service/image?Vy8zbTc5dHhXMkZGV3NTVzZsSVFsZTdVdzVuL1pCNmJEV28wUm1wQlhNSFpsT2wwRC9qZFk2YnlEMGJ6NFFUc3ptYTg4V2UzeVRoTCt5YzY1WkhpcGc9PQ__,TRUE,,asto-gold,,,,,,,Бижута,Колиета,false,,,,Бял,Злато,Жени,,,,,Диамант,,,,,,,,,,,,
Диамантен пръстен „Белисима Флора“ със седеф,ASTO Gold,diamanten-prasten-belisima-flora-sas-sedef,Аксесоари,,,,EUR,"Диамантен пръстен „Белисима Флора“ със седеф от ASTO Gold. Материали, посочени от бранда: Злато.",,https://astogold.bg/bg/magazin/diamanten-prasten-belisima-flora-sedef,https://astogold.bg,https://astogold.bg/service/image?Zi9JWXRLeEJYRHpCWFVMRGRHYUc5QWxjeWdXZjdCUitxMmR4QXJHN1VibDZjQTl0OVViQ0ZWcVdNMVNObDY4d0cvN3ZUSXFPcmZGSE1tWFFRQ1FLVUE9PQ__,TRUE,,asto-gold,,,,,,,Бижута,Пръстени,false,,,,Жълт,Злато,,,,,,Диамант,,,,,,,,,,,,
"Годежен пръстен ""Luce Eterna "" с натурални диаманти",ASTO Gold,godezhen-prasten-luce-eterna-s-naturalni-diamanti,Аксесоари,,,,EUR,"Годежен пръстен ""Luce Eterna "" с натурални диаманти от ASTO Gold. Материали, посочени от бранда: Злато.",,https://astogold.bg/bg/magazin/godezhen-prasten-luce-eterna-naturalni-diamanti,https://astogold.bg,https://astogold.bg/service/image?UUtXNGp6RFN1UlRONVJobzltS0RHb29sWkY4bWVnYlVDQk4rNlQwOWpGU01LcG9oVHRkOWtRMkNBNnZmMDBSenJHUEJFa25RUTEzbUdhZjdpaHRYK0E9PQ__,TRUE,,asto-gold,,,,,,,Бижута,Пръстени,false,,,Натурален,Розов,Злато,,,,,,Диамант,Годежен,,,,,,,,,,,
Ваучер за подарък_002,Bulgarian Silver,vaucher-za-podarak-002,Аксесоари,,,,EUR,Ваучер за подарък_002 от Bulgarian Silver.,,https://bulgariansilver.com/ваучер-за-подарък-002-156,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,,false,,,,,,,,,,,,,,,,,,,,,,,
"Детско колие ""Мак""- 3336",Bulgarian Silver,detsko-kolie-mak-3336,Аксесоари,,,,EUR,"Детско колие ""Мак""- 3336 от Bulgarian Silver.",,https://bulgariansilver.com/детско-колие-мак--3336-1-2015,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,Деца,,,,,,,,,,,,,,,,,
"Детско колие ""Раче-Осмокраче""- 2539",Bulgarian Silver,detsko-kolie-rache-osmokrache-2539,Аксесоари,,,,EUR,"Детско колие ""Раче-Осмокраче""- 2539 от Bulgarian Silver. Материали, посочени от бранда: Сребро.",,https://bulgariansilver.com/детско-сребърно-колие-раче-осмокраче--2539-1-1944,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,Сребро,Деца,,,,,,,,,,,,,,,,,
"Сребърен пръстен ""Хелиос"" - 2553",Bulgarian Silver,srebaren-prasten-helios-2553,Аксесоари,,,,EUR,"Сребърен пръстен ""Хелиос"" - 2553 от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-пръстен-хелиос--2553-488,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Обеци,false,,,,,,,,,,,,,,,,,,,,,,,
"Сребърен пръстен ""Клео""/ Цитрин",Bulgarian Silver,srebaren-prasten-kleo-tsitrin,Аксесоари,,,,EUR,"Сребърен пръстен ""Клео""/ Цитрин от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-пръстен-клео-/-цитрин-1-2221,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,,,,,,Цитрин,,,,,,,,,,,,
"Сребърен комплект ""Рада""/ Сагенитов ахат/ УНИКАТ",Bulgarian Silver,srebaren-komplekt-rada-sagenitov-ahat-unikat,Аксесоари,,,,EUR,"Сребърен комплект ""Рада""/ Сагенитов ахат/ УНИКАТ от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-комплект-сагенитов-ахат/-уникат-1-2187,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,,,,,,,,,,,,,,,,,,
